"ISBN","도서명","원도서명","출판사","정가","위치코드","위치설명","정품","반품","창고재고","재고구분","위험재고","거래상태","재고매칭"
"9791167851284","외국인 남편 덕분에 배운 자존감 대화법","외국인 남편 덕분에 배운 자존감 대화법 (B632)","슬로디미디어","16000","B632","B동 6번 라인, 앞에서 3번째, 2층","151","0","151","","","거래","일치"
"9791197435430","착한 기업이 강하다","착한 기업이 강하다","체리M&B","25000","","위치 정보가 없습니다.","69","0","69","","","거래","일치"
"9791191155334","양아치들의 전성시대","양아치들의 전성시대 (B141)","도서출판 서정문학","10000","B141","B동 1번 라인, 앞에서 4번째, 1층","14","0","14","위험","위험","거래","일치"
"9791191155327","세월의 뒤통수에 왕소금을 뿌렸다","세월의 뒤통수에 왕소금을 뿌렸다 (B141)","도서출판 서정문학","10000","B141","B동 1번 라인, 앞에서 4번째, 1층","22","0","22","위험","위험","거래","일치"
"9791191155310","솔기터진 초록바람","솔기터진 초록바람 (B141)","도서출판 서정문학","10000","B141","B동 1번 라인, 앞에서 4번째, 1층","27","0","27","위험","위험","거래","일치"
"8809939630010","루이스헤이의 나에게 힘을 주는 생각","루이스헤이의 나에게 힘을 주는 생각 (A342)","케이미라클모닝","16500","A342","A동 3번 라인, 앞에서 4번째, 2층","615","0","615","","","거래","일치"
"","반품 폐기용","반품 폐기용","(주) 엘코케이- 라온북스","0","","위치 정보가 없습니다.","0","0","0","0재고","","거래","일치"
"9788993409444","아파트 서당에 나타난 맹자 선생님","아파트 서당에 나타난 맹자 선생님 (B232)","북네스트(book-nest)","13800","B232","B동 2번 라인, 앞에서 3번째, 2층","786","7","793","","","거래","일치"
"9791188125494","때가 찬 북한선교","때가 찬 북한선교 (B113)","국민북스","18000","B113","B동 1번 라인, 앞에서 1번째, 3층","352","0","352","","","거래","일치"
"9791188125500","때가 찬 선교통일","때가 찬 선교통일 (B114)","국민북스","18000","B114","B동 1번 라인, 앞에서 1번째, 4층","584","0","584","","","거래","일치"
"9791192700083","보푸라기의 용감한 마음","보푸라기의 용감한 마음 (B531)","별글","16800","B531","B동 5번 라인, 앞에서 3번째, 1층","345","0","345","","","거래","일치"
"","반품","반품","가득뮤직 출판사","0","","위치 정보가 없습니다.","0","0","0","0재고","","거래","일치"
"9791167851260","자기주도 아이 기다리는 엄마","자기주도 아이 기다리는 엄마 (B312)","슬로디미디어","16000","B312","B동 3번 라인, 앞에서 1번째, 2층","46","0","46","위험","위험","거래","일치"
"8809939630003","지금 이 순간 가슴을 이끄는 삶을 살아라","지금 이 순간 가슴을 이끄는 삶을 살아라 (A342)","케이미라클모닝","16500","A342","A동 3번 라인, 앞에서 4번째, 2층","282","0","282","","","거래","일치"
"9791167851208","1일 1페이지 사장수업","1일 1페이지 사장수업 (B312)","슬로디미디어","16000","B312","B동 3번 라인, 앞에서 1번째, 2층","143","0","143","","","거래","일치"
"9791197342240","누리자 유아임용 기출문제집 (연도별기출+기출변형)","누리자 유아임용 기출문제집 (연도별기출+기출변형)","알레그리아","38000","","위치 정보가 없습니다.","0","0","0","0재고","","거래","일치"
"9791167851246","사랑하던 개가 떠났다","사랑하던 개가 떠났다 (B311)","슬로디미디어","16000","B311","B동 3번 라인, 앞에서 1번째, 1층","175","0","175","","","거래","일치"
"9791198148933","소설 환단고기 5권","소설 환단고기 5권","느티나무가 있는 풍경","19000","","위치 정보가 없습니다.","331","14","345","","","거래","일치"
"9791198148926","소설 환단고기 4권","소설 환단고기 4권","느티나무가 있는 풍경","19000","","위치 정보가 없습니다.","358","11","369","","","거래","일치"
"9791198148919","소설 환단고기 3권","소설 환단고기 3권","느티나무가 있는 풍경","19000","","위치 정보가 없습니다.","254","14","268","","","거래","일치"
"9791187594185","(개정판) 꼭 알아야하는 실용음악이론 -기초편- (Bb13)","(개정판) 꼭 알아야하는 실용음악이론 -기초편- (Bb13)","가득뮤직 출판사","18000","","위치 정보가 없습니다.","85","1","86","","","거래","일치"
"9791167851215","불편하게 사는게 당연하진 않습니다.","불편하게 사는게 당연하진 않습니다. (B632)","슬로디미디어","16000","B632","B동 6번 라인, 앞에서 3번째, 2층","2","0","2","위험","위험","거래","일치"
"9791189998301","냥송이 사계절 컬러링북","냥송이 사계절 컬러링북(B541)","별글","14800","B541","B동 5번 라인, 앞에서 4번째, 1층","1012","0","1012","","","거래","일치"
"9791191155303","한국대표서정 산문선 5","한국대표서정 산문선 5","도서출판 서정문학","12000","","위치 정보가 없습니다.","18","0","18","위험","위험","거래","일치"
"9791191155297","한국대표서정 시선 13","한국대표서정 시선 13","도서출판 서정문학","12000","","위치 정보가 없습니다.","16","0","16","위험","위험","거래","일치"
"9791192806013","기적의 아침 1분 HAPPIER 습관","기적의 아침 1분 HAPPIER 습관 (A331)","케이미라클모닝","15000","A331","A동 3번 라인, 앞에서 3번째, 1층","511","3","514","","","거래","일치"
"9791188876402","예배가 이끄는 삶 (B661C3)","예배가 이끄는 삶 (B661C3)","(주)글로벌워십미니스트리","28000","","위치 정보가 없습니다.","299","0","299","","","거래","일치"
"9791195380121","[개정] 오늘은 내가 스타","[개정] 오늘은 내가 스타 (A242)","나는별","14000","A242","A동 2번 라인, 앞에서 4번째, 2층","30","0","30","위험","위험","거래","일치"
"9791167851161","세상에서 가장 강력한 백신은 사람입니다.","세상에서 가장 강력한 백신은 사람입니다. (B311)","슬로디미디어","16000","B311","B동 3번 라인, 앞에서 1번째, 1층","285","0","285","","","거래","일치"
"9791167851178","나 자신에게 집중할때 결국 답은 내안에 있다 (B311b3)","나 자신에게 집중할때 결국 답은 내안에 있다 (B311b3)","슬로디미디어","16000","","위치 정보가 없습니다.","56","0","56","","","거래","일치"
"9791188125487","위그노처럼 (묵상집)","위그노처럼 (묵상집) (B112)","국민북스","14000","B112","B동 1번 라인, 앞에서 1번째, 2층","314","0","314","","","거래","일치"
"9791188125463","인생 만남","인생 만남 (B112)","국민북스","15000","B112","B동 1번 라인, 앞에서 1번째, 2층","263","7","270","","","거래","일치"
"9791188125470","루이스씨, 이어령입니다.","루이스씨, 이어령입니다. (B113)","국민북스","15000","B113","B동 1번 라인, 앞에서 1번째, 3층","35","0","35","위험","위험","거래","일치"
"9791191155280","너는 담쟁이처럼","너는 담쟁이처럼 (B144)","도서출판 서정문학","10000","B144","B동 1번 라인, 앞에서 4번째, 4층","8","4","12","위험","위험","거래","일치"
"9791188574506","마음을 담은 병","마음을 담은 병 (A251)","나는별","16000","A251","A동 2번 라인, 앞에서 5번째, 1층","740","0","740","","","거래","일치"
"9791197680410","도시의 밤하늘","도시의 밤하늘 (B153)","오르트","18500","B153","B동 1번 라인, 앞에서 5번째, 3층","601","4","605","","","거래","일치"
"9791197017995","민들레와 향나무 같은","민들레와 향나무 같은","디자인 존(도서출판 푸른산)","10000","","위치 정보가 없습니다.","16","0","16","위험","위험","거래","일치"
"9791197017957","사랑 하나 찾고 싶습니다","사랑 하나 찾고 싶습니다","디자인 존(도서출판 푸른산)","10000","","위치 정보가 없습니다.","20","0","20","위험","위험","거래","일치"
"9791197017964","내동생 참새래요","내동생 참새래요","디자인 존(도서출판 푸른산)","15000","","위치 정보가 없습니다.","10","0","10","위험","위험","거래","일치"
"9791167851123","이토록 낚시가 좋아지는 순간","이토록 낚시가 좋아지는 순간 (B312)","슬로디미디어","14800","B312","B동 3번 라인, 앞에서 1번째, 2층","57","0","57","","","거래","일치"
"9791161030951","2023 운용사대비 더존 회계실무 2급","2023 운용사대비 더존 회계실무 2급","파스칼미디어","23000","","위치 정보가 없습니다.","56","0","56","","","거래","일치"
"9791167851109","어떤 개발자가 되고 싶니?","어떤 개발자가 되고 싶니? (B523)","슬로디미디어","16000","B523","B동 5번 라인, 앞에서 2번째, 3층","18","0","18","위험","위험","거래","일치"
"9791167851116","사춘기 딸 갱년기 엄마는 성숙해지는 중입니다.","사춘기 딸 갱년기 엄마는 성숙해지는 중입니다. (B521)","슬로디미디어","16000","B521","B동 5번 라인, 앞에서 2번째, 1층","1","0","1","위험","위험","거래","일치"
"9788993409437","[2023개정판] 주니어경제 시리즈-1 생활의 기본 화폐, 돈","[2023개정판] 주니어경제 시리즈-1 생활의 기본 화폐, 돈","북네스트(book-nest)","13500","","위치 정보가 없습니다.","638","0","638","","","거래","일치"
"9791161030937","[2023] 운용사대비 2급필기 모의고사","[2023] 운용사대비 2급필기 모의고사","파스칼미디어","16000","","위치 정보가 없습니다.","0","0","0","0재고","","거래","일치"
"9791161030913","[2023]전산회계운용사대비 회계원리 필기3급 (Ba21)","[2023]전산회계운용사대비 회계원리 필기3급 (Ba21)","파스칼미디어","17000","","위치 정보가 없습니다.","0","0","0","0재고","","거래","일치"
"9791198148902","어느 인사쟁이의 행복 직장이야기","어느 인사쟁이의 행복 직장이야기","느티나무가 있는 풍경","18000","","위치 정보가 없습니다.","107","0","107","","","거래","일치"
"9791161030920","[2023] 운용사대비 3급필기 모의고사","[2023] 운용사대비 3급필기 모의고사","파스칼미디어","14000","","위치 정보가 없습니다.","0","0","0","0재고","","거래","일치"
"9791197134197","꼬마철학자 두발로","꼬마철학자 두발로 (B212)","느티나무가 있는 풍경","18000","B212","B동 2번 라인, 앞에서 1번째, 2층","356","0","356","","","거래","일치"
"9791197759796","369 긍정확언","369 긍정확언  (A311)","케이미라클모닝","15000","A311","A동 3번 라인, 앞에서 1번째, 1층","298","0","298","","","거래","일치"
"9791192700069","배가 좋아","배가 좋아 (B431)","별글","20000","B431","B동 4번 라인, 앞에서 3번째, 1층","550","0","550","","","거래","일치"
"9791186877791","세상의 모든 아이들을위한 인권사전","세상의 모든 아이들을위한 인권사전 (b683)","별글","15000","B683","B동 6번 라인, 앞에서 8번째, 3층","1091","0","1091","","","거래","일치"
"9791197342233","개정2판) 누리자 자유 유아 교직논술","개정2판) 누리자 자유 유아 교직논술","알레그리아","23000","","위치 정보가 없습니다.","0","0","0","0재고","","거래","일치"
"9791161030906","[완전최신판] 회계원리 필기2급","[완전최신판] 회계원리 필기2급 (B331)","파스칼미디어","17000","B331","B동 3번 라인, 앞에서 3번째, 1층","11","0","11","위험","위험","거래","일치"
"9791192700052","비행기가 좋아","비행기가 좋아 (B431)","별글","20000","B431","B동 4번 라인, 앞에서 3번째, 1층","343","3","346","","","거래","일치"
"9791192700045","트럭이 좋아","트럭이 좋아 (B431)","별글","20000","B431","B동 4번 라인, 앞에서 3번째, 1층","531","3","534","","","거래","일치"
"9791161030081","[교] 개정교육과정 회계정보처리시스템 - 3","[교] 개정교육과정 회계정보처리시스템 - 3","파스칼미디어","10700","","위치 정보가 없습니다.","4","0","4","위험","위험","거래","일치"
"9791196475352","도깨비가 그림책 읽는 법","도깨비가 그림책 읽는 법 (A322)","품","15000","A322","A동 3번 라인, 앞에서 2번째, 2층","81","12","93","","","거래","일치"
"9791167851086","마흔, 나는 경제적 자유를 얻었다","마흔, 나는 경제적 자유를 얻었다 (B522)","슬로디미디어","16000","B522","B동 5번 라인, 앞에서 2번째, 2층","388","0","388","","","거래","일치"
"9791167851048","당신을 만나지 않았더라면","당신을 만나지 않았더라면 (B522)","슬로디미디어","16000","B522","B동 5번 라인, 앞에서 2번째, 2층","397","0","397","","","거래","일치"
"9791187384236","폴리머클레이 클래스 (B222))","폴리머클레이 클래스 (B222))","도림북스","22000","","위치 정보가 없습니다.","403","10","413","","","거래","일치"
"9791191157093","커리어 브랜딩","커리어 브랜딩 (A342)","씨이오메이커","17000","A342","A동 3번 라인, 앞에서 4번째, 2층","665","0","665","","","거래","일치"
"9791167851055","아이의 뇌를 알면 공부가 쉽다","아이의 뇌를 알면 공부가 쉽다 (B631)","슬로디미디어","16000","B631","B동 6번 라인, 앞에서 3번째, 1층","7","0","7","위험","위험","거래","일치"
"9791197132926","불멸의 문장들","불멸의 문장들","우시모북스","20000","","위치 정보가 없습니다.","401","35","436","","","거래","일치"
"9791192806006","나는 나를 사랑하기로 했다.","나는 나를 사랑하기로 했다. (A331)","케이미라클모닝","15800","A331","A동 3번 라인, 앞에서 3번째, 1층","130","4","134","","","거래","일치"
"9791187642381","신세계 초등 과학 수업","신세계 초등 과학 수업 (A141)","우리교과서","15000","A141","A동 1번 라인, 앞에서 4번째, 1층","111","0","111","","","거래","일치"
"9791167850966","상처까지 받으면서 들어야 할 말은 없다","상처까지 받으면서 들어야 할 말은 없다 (B523)","슬로디미디어","16000","B523","B동 5번 라인, 앞에서 2번째, 3층","55","0","55","","","거래","일치"
"9791167850959","우리는 조금 더 예민해야 한다.","우리는 조금 더 예민해야 한다. (B613)","슬로디미디어","16000","B613","B동 6번 라인, 앞에서 1번째, 3층","58","0","58","","","거래","일치"
"9791167850942","전과목 A학점 학생들은 이렇게 공부합니다","전과목 A학점 학생들은 이렇게 공부합니다 (B613)","슬로디미디어","16000","B613","B동 6번 라인, 앞에서 1번째, 3층","270","0","270","","","거래","일치"
"9791197549823","공짜는 없다 ( (Aa13)","공짜는 없다 ( (Aa13)","지베르니 출판그룹","30000","","위치 정보가 없습니다.","195","2","197","","","거래","일치"
"9791187085041","의적 붉은입술","의적 붉은입술","도서출판 활빈당","12000","","위치 정보가 없습니다.","601","1","602","","","거래","일치"
"9791188574469","기억의 숲을 지나","기억의 숲을 지나 (A231)","나는별","14000","A231","A동 2번 라인, 앞에서 3번째, 1층","292","0","292","","","거래","일치"
"9791197934711","위험한 유산 (Aa23)","위험한 유산 (Aa23)","마리앤미","20000","","위치 정보가 없습니다.","177","12","189","","","거래","일치"
"9791167850911","요즘 소비트렌드 (B522b3)","요즘 소비트렌드 (B522b3)","슬로디미디어","16000","","위치 정보가 없습니다.","402","0","402","","","거래","일치"
"9791167850904","저는 부모님을 요양병원에 모시려고 합니다.","저는 부모님을 요양병원에 모시려고 합니다. (B613)","슬로디미디어","16000","B613","B동 6번 라인, 앞에서 1번째, 3층","43","0","43","위험","위험","거래","일치"
"9791191155273","왼손의 애가","왼손의 애가 (B144)","도서출판 서정문학","10000","B144","B동 1번 라인, 앞에서 4번째, 4층","35","2","37","위험","위험","거래","일치"
"9791189256012","연해옥추보경 (B162b3)","연해옥추보경 (B162b3)","태학당","35000","","위치 정보가 없습니다.","590","5","595","","","거래","일치"
"9791197934704","도리 이야기 (Aa12)","도리 이야기 (Aa12)","마리앤미","14000","","위치 정보가 없습니다.","466","11","477","","","거래","일치"
"","반품","반품","알레그리아","0","","위치 정보가 없습니다.","0","0","0","0재고","","거래","일치"
"9788993409413","어린이 세계 지식여행","어린이 세계 지식여행 (B232)","북네스트(book-nest)","12800","B232","B동 2번 라인, 앞에서 3번째, 2층","446","1","447","","","거래","일치"
"9791167850881","너를 만났다 (B512b3)","너를 만났다 (B512b3)","슬로디미디어","16000","","위치 정보가 없습니다.","389","0","389","","","거래","일치"
"9791191155266","가슴으로 듣는 노래","가슴으로 듣는 노래 (B121)","도서출판 서정문학","10000","B121","B동 1번 라인, 앞에서 2번째, 1층","41","3","44","위험","위험","거래","일치"
"9791191155259","소식주의","소식주의 (B121)","도서출판 서정문학","10000","B121","B동 1번 라인, 앞에서 2번째, 1층","34","1","35","위험","위험","거래","일치"
"9791167850867","MZ세대와 라떼 사장님이 함께만드는 조직문화 (B521b3)","MZ세대와 라떼 사장님이 함께만드는 조직문화 (B521b3)","슬로디미디어","16000","","위치 정보가 없습니다.","9","0","9","위험","위험","거래","일치"
"9791197759789","세상을 이끄는 상위 1%의비밀 독서법","세상을 이끄는 상위 1%의비밀 독서법 (A321)","케이미라클모닝","17000","A321","A동 3번 라인, 앞에서 2번째, 1층","104","2","106","","","거래","일치"
"9791188125456","참 목회를 위하여","참 목회를 위하여","국민북스","16000","","위치 정보가 없습니다.","780","17","797","","","거래","일치"
"9791189998493","30. 카라마조프 가의 형제들 3","30. 카라마조프 가의 형제들 3 (B672)","별글","12500","B672","B동 6번 라인, 앞에서 7번째, 2층","753","0","753","","","거래","일치"
"9791189998486","29. 카라마조프 가의 형제들 2","29. 카라마조프 가의 형제들 2 (B672)","별글","12000","B672","B동 6번 라인, 앞에서 7번째, 2층","793","0","793","","","거래","일치"
"9791189998479","28. 카라마조프 가의 형제들 1","28. 카라마조프 가의 형제들 1 (B672)","별글","13000","B672","B동 6번 라인, 앞에서 7번째, 2층","695","0","695","","","거래","일치"
"9791189704209","[개정판]어른들을 위한 그림책테라피","[개정판]어른들을 위한 그림책테라피","피그말리온","16000","","위치 정보가 없습니다.","0","0","0","0재고","","거래","일치"
"9791197240119","토리의 수상한 가방","토리의 수상한 가방 (B173)","(주)토리아트","13500","B173","B동 1번 라인, 앞에서 7번째, 3층","0","0","0","0재고","","거래","일치"
"9791191155228","징검이 다리","징검이 다리 (B141)","도서출판 서정문학","12000","B141","B동 1번 라인, 앞에서 4번째, 1층","17","3","20","위험","위험","거래","일치"
"9791191155242","서정 뜨락에 핀 꽃","서정 뜨락에 핀 꽃 (B141)","도서출판 서정문학","15000","B141","B동 1번 라인, 앞에서 4번째, 1층","17","2","19","위험","위험","거래","일치"
"9791188574452","하나는 뱀이 좋아","하나는 뱀이 좋아 (A231)","나는별","15000","A231","A동 2번 라인, 앞에서 3번째, 1층","930","0","930","","","거래","일치"
"9791167850812","청소년을 위한 이것이 인공지능 이다","청소년을 위한 이것이 인공지능 이다 (B521)","슬로디미디어","16000","B521","B동 5번 라인, 앞에서 2번째, 1층","1033","0","1033","","","거래","일치"
"9791187642367","(최신경향)배지윤의 아테나 유아교육과정 연도별 변형-기출문제집","(최신경향)배지윤의 아테나 유아교육과정 연도별  변형-기출문제집(A121)","우리교과서","45000","A121","A동 1번 라인, 앞에서 2번째, 1층","217","2","219","","","거래","일치"
"9791197017940","촬영하러 어디갈까?","촬영하러 어디갈까?","디자인 존(도서출판 푸른산)","28000","","위치 정보가 없습니다.","9","1","10","위험","위험","거래","일치"
"9791197759772","루이스 헤이의 말씨공부","루이스 헤이의 말씨공부 (A321)","케이미라클모닝","14000","A321","A동 3번 라인, 앞에서 2번째, 1층","531","0","531","","","거래","일치"
"9791167850836","무작정 부동산 사무실을 차렸습니다.","무작정 부동산 사무실을 차렸습니다. (B521)","슬로디미디어","16000","B521","B동 5번 라인, 앞에서 2번째, 1층","48","0","48","위험","위험","거래","일치"
"9791191155235","바다알 두번째 이야기","바다알 두번째 이야기 (B141)","도서출판 서정문학","10000","B141","B동 1번 라인, 앞에서 4번째, 1층","38","4","42","위험","위험","거래","일치"
"9791197017926","아름다운 동행","아름다운 동행 (B143)","디자인 존(도서출판 푸른산)","12000","B143","B동 1번 라인, 앞에서 4번째, 3층","34","0","34","위험","위험","거래","일치"
"9791188125449","우리는 알이랑 민족","우리는 알이랑 민족 (B213)","국민북스","23000","B213","B동 2번 라인, 앞에서 1번째, 3층","519","12","531","","","거래","일치"
"9791167850805","청소일로 돈 벌고 있습니다. (B631b3)","청소일로 돈 벌고 있습니다. (B631b3)","슬로디미디어","16000","","위치 정보가 없습니다.","107","0","107","","","거래","일치"
"9791197934797","인투 더 플래닛 (Aa22)","인투 더 플래닛 (Aa22)","마리앤미","18500","","위치 정보가 없습니다.","393","19","412","","","거래","일치"
"9791188125432","아들아, 이렇게 살아라 (B113b3)","아들아, 이렇게 살아라 (B113b3)","국민북스","16000","","위치 정보가 없습니다.","35","4","39","위험","위험","거래","일치"
"9791161030890","[완전최신판] 원가회계 필기2급 (증정)","[완전최신판] 원가회계 필기2급 (증정) (B341)","파스칼미디어","0","B341","B동 3번 라인, 앞에서 4번째, 1층","0","0","0","0재고","","거래","일치"
"9791161030890","[완전최신판] 원가회계 필기2급","[완전최신판] 원가회계 필기2급 (B321)","파스칼미디어","17000","B321","B동 3번 라인, 앞에서 2번째, 1층","0","0","0","0재고","","거래","일치"
"9788992668088","(큰글씨) 영으로 찬양 베스트 5","(큰글씨) 영으로 찬양 베스트  5 (B531)","(주)글로벌워십미니스트리","27000","B531","B동 5번 라인, 앞에서 3번째, 1층","35","0","35","위험","위험","거래","일치"
"9788992668057","(큰글씨) 영으로 찬양 베스트 4","(큰글씨) 영으로 찬양 베스트  4 (B531)","(주)글로벌워십미니스트리","22000","B531","B동 5번 라인, 앞에서 3번째, 1층","0","0","0","0재고","","거래","일치"
"9788992668033","(큰글씨) 영으로 찬양 베스트 3","(큰글씨) 영으로 찬양 베스트  3 (B531)","(주)글로벌워십미니스트리","18000","B531","B동 5번 라인, 앞에서 3번째, 1층","0","0","0","0재고","","거래","일치"
"9788992668002","(큰글씨) 영으로 찬양 베스트 2","(큰글씨) 영으로 찬양 베스트  2 (B531)","(주)글로벌워십미니스트리","14000","B531","B동 5번 라인, 앞에서 3번째, 1층","116","0","116","","","거래","일치"
"9791189998455","이 구역 딸기는 내 거야","이 구역 딸기는 내 거야 (B531)","별글","15000","B531","B동 5번 라인, 앞에서 3번째, 1층","469","0","469","","","거래","일치"
"9788944491030","해양과학총서 10 (선박의 이해) (Ab22)","해양과학총서 10 (선박의 이해) (Ab22)","계백북스","18000","","위치 정보가 없습니다.","870","1","871","","","거래","일치"
"9791197759710","미라클 홈 오피스","미라클 홈 오피스 (A342)","케이미라클모닝","15000","A342","A동 3번 라인, 앞에서 4번째, 2층","37","13","50","위험","위험","거래","일치"
"9791191155181","발자국","발자국 (B143)","도서출판 서정문학","12000","B143","B동 1번 라인, 앞에서 4번째, 3층","12","2","14","위험","위험","거래","일치"
"9791167850003","맞아도 되는 아이는 없다","맞아도 되는 아이는 없다 (B634)","슬로디미디어","16000","B634","B동 6번 라인, 앞에서 3번째, 4층","30","0","30","위험","위험","거래","일치"
"9791167850775","저 산후 우울증인 것 같아요","저 산후 우울증인 것 같아요 (B634)","슬로디미디어","16000","B634","B동 6번 라인, 앞에서 3번째, 4층","33","0","33","위험","위험","거래","일치"
"9791187436348","[개정판)왕리카이, 나는 크라운 앰배서더다!","[개정판)왕리카이, 나는 크라운 앰배서더다! (A341)","나무북스","13000","A341","A동 3번 라인, 앞에서 4번째, 1층","109","0","109","","","거래","일치"
"9791188125425","기도의 집으로 열방을 변혁하라","기도의 집으로 열방을 변혁하라 (B111)","국민북스","16000","B111","B동 1번 라인, 앞에서 1번째, 1층","359","5","364","","","거래","일치"
"9791197759765","지식창업 쉽게 성공하기","지식창업 쉽게 성공하기 (A331)","케이미라클모닝","15000","A331","A동 3번 라인, 앞에서 3번째, 1층","84","0","84","","","거래","일치"
"","반품 전용","반품 전용","아이들은자연이다","0","","위치 정보가 없습니다.","0","0","0","0재고","","거래","일치"
"9791197017919","고추먹고 맴맴 동요 100년사 이야기","고추먹고 맴맴 동요 100년사 이야기 (B143)","디자인 존(도서출판 푸른산)","15000","B143","B동 1번 라인, 앞에서 4번째, 3층","6","0","6","위험","위험","거래","일치"
"9791191157086","너를 들이쉬고 나를 내쉬다","너를 들이쉬고 나를 내쉬다 (A342)","씨이오메이커","18000","A342","A동 3번 라인, 앞에서 4번째, 2층","857","0","857","","","거래","일치"
"9791197069451","암을 넘어 살림으로","암을 넘어 살림으로 (B413)","빈퍼블리시","18000","B413","B동 4번 라인, 앞에서 1번째, 3층","0","0","0","0재고","","거래","일치"
"9791188574445","우리는 단짝","우리는 단짝 (A221)","나는별","14000","A221","A동 2번 라인, 앞에서 2번째, 1층","300","0","300","","","거래","일치"
"9791167850096","저는 NFT 미술투자가 처음 인데요","저는 NFT 미술투자가 처음 인데요 (B634)","슬로디미디어","16000","B634","B동 6번 라인, 앞에서 3번째, 4층","334","0","334","","","거래","일치"
"9791191155211","빛나는 마음","빛나는 마음 (B143)","도서출판 서정문학","10000","B143","B동 1번 라인, 앞에서 4번째, 3층","42","5","47","위험","위험","거래","일치"
"9791197751400","반야심경","반야심경 (B332)","화엄북스","9000","B332","B동 3번 라인, 앞에서 3번째, 2층","220","0","220","","","거래","일치"
"9791197751431","관세음보살보문품","관세음보살보문품 (B332)","화엄북스","9000","B332","B동 3번 라인, 앞에서 3번째, 2층","229","0","229","","","거래","일치"
"9791197751424","금강경","금강경 (B332)","화엄북스","9000","B332","B동 3번 라인, 앞에서 3번째, 2층","952","0","952","","","거래","일치"
"9791197751462","신묘장구대다라니","신묘장구대다라니 (B332)","화엄북스","9000","B332","B동 3번 라인, 앞에서 3번째, 2층","77","2","79","","","거래","일치"
"9791197751455","광명진언","광명진언 (B332)","화엄북스","9000","B332","B동 3번 라인, 앞에서 3번째, 2층","484","0","484","","","거래","일치"
"9791197751417","천수경","천수경 (B342)","화엄북스","9000","B342","B동 3번 라인, 앞에서 4번째, 2층","252","0","252","","","거래","일치"
"","반품","반품","도서출판 자주보라","0","","위치 정보가 없습니다.","0","0","0","0재고","","거래","일치"
"9791197759758","나는 잘될 거야","나는 잘될 거야 (A331)","케이미라클모닝","15000","A331","A동 3번 라인, 앞에서 3번째, 1층","120","0","120","","","거래","일치"
"9791189998974","27. 폭풍의언덕","27. 폭풍의언덕 (B532)","별글","9900","B532","B동 5번 라인, 앞에서 3번째, 2층","406","0","406","","","거래","일치"
"9791167850744","나의 첫 모빌리티 수업","나의 첫 모빌리티 수업 (B634)","슬로디미디어","15000","B634","B동 6번 라인, 앞에서 3번째, 4층","249","0","249","","","거래","일치"
"9791197134180","우리 남편 바람, 군수님이 책임지세요","우리 남편 바람, 군수님이 책임지세요 (B211)","느티나무가 있는 풍경","15000","B211","B동 2번 라인, 앞에서 1번째, 1층","148","-43","105","","","거래","일치"
"9791196417888","어카운터블","어카운터블 (B163)","도레미엔터테인먼트","19800","B163","B동 1번 라인, 앞에서 6번째, 3층","659","1","660","","","거래","일치"
"9791161030876","[2023]전산회계운용사대비 회계원리 입문","[2023]전산회계운용사대비 회계원리 입문","파스칼미디어","9500","","위치 정보가 없습니다.","0","0","0","0재고","","거래","일치"
"9791161030883","[2023]한국세무사회,공인회계사회 공통대비 회계원리입문","[2023]한국세무사회,공인회계사회 공통대비 회계원리입문","파스칼미디어","9500","","위치 정보가 없습니다.","4","0","4","위험","위험","거래","일치"
"9791191155204","수목장","수목장 (B143)","도서출판 서정문학","10000","B143","B동 1번 라인, 앞에서 4번째, 3층","20","10","30","위험","위험","거래","일치"
"9791189998967","소르르 일러스트 컬러링북","소르르 일러스트 컬러링북 (B431)","별글","14800","B431","B동 4번 라인, 앞에서 3번째, 1층","717","0","717","","","거래","일치"
"9791197759741","슈퍼리치 부자들의 3분","슈퍼리치 부자들의 3분 (A331)","케이미라클모닝","15000","A331","A동 3번 라인, 앞에서 3번째, 1층","206","0","206","","","거래","일치"
"9791167850713","이것이 메타버스 마케팅이다","이것이 메타버스 마케팅이다 (B633)","슬로디미디어","16000","B633","B동 6번 라인, 앞에서 3번째, 3층","267","0","267","","","거래","일치"
"9791167850690","디지털 문해력수업","디지털 문해력수업 (B633)","슬로디미디어","16000","B633","B동 6번 라인, 앞에서 3번째, 3층","0","0","0","0재고","","거래","일치"
"9791191155198","서정시 이렇게 쓰면 쉽게쓸 수 있다","서정시 이렇게 쓰면 쉽게쓸 수 있다 (B143)","도서출판 서정문학","15000","B143","B동 1번 라인, 앞에서 4번째, 3층","0","2","2","위험","위험","거래","일치"
"9791188574414","선생님을 만나서","선생님을 만나서 (A221)","나는별","13000","A221","A동 2번 라인, 앞에서 2번째, 1층","190","9","199","","","거래","일치"
"9791197759734","나는 꿈이 있는 여우같은 아내입니다.","나는 꿈이 있는 여우같은 아내입니다.(A321)","케이미라클모닝","15000","A321","A동 3번 라인, 앞에서 2번째, 1층","163","0","163","","","거래","일치"
"9791197134173","뇌를 아니?","뇌를 아니? (B211)","느티나무가 있는 풍경","24000","B211","B동 2번 라인, 앞에서 1번째, 1층","10","17","27","위험","위험","거래","일치"
"9791167850683","나는 전자발찌를 채우는 사람입니다.","나는 전자발찌를 채우는 사람입니다. (B633)","슬로디미디어","16000","B633","B동 6번 라인, 앞에서 3번째, 3층","18","0","18","위험","위험","거래","일치"
